source_id,name,nutrient_id,pct,density_kg_l,restrictions
sulfato_de_potasio_sop,Sulfato de potasio (SOP),K,41.5076,,Comercialización común; fuente: Yara / importadores (SQM)
sulfato_de_potasio_sop,Sulfato de potasio (SOP),S,18,,Comercialización común; fuente: Yara / importadores (SQM)
sulfato_de_potasio_y_magnesio_sul_po_mag_k_mag,Sulfato de potasio y magnesio (Sul-Po-Mag / K-Mag),K,18.2633,,"Comercialización común (café, palma); fuente: Mosaic / importadores"
sulfato_de_potasio_y_magnesio_sul_po_mag_k_mag,Sulfato de potasio y magnesio (Sul-Po-Mag / K-Mag),S,22,,"Comercialización común (café, palma); fuente: Mosaic / importadores"
nitrato_de_potasio_soluble,Nitrato de potasio soluble,N,13,,Comercialización común (fertirriego); fuente: Grado técnico/soluble - estándar industria fertirriego
nitrato_de_potasio_soluble,Nitrato de potasio soluble,K,38.187,,Comercialización común (fertirriego); fuente: Grado técnico/soluble - estándar industria fertirriego
yeso_agricola_sulfato_de_calcio,Yeso agrícola (sulfato de calcio),S,17,,Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
sulfato_de_magnesio_heptahidratado_sal_de_epsom,Sulfato de magnesio heptahidratado (Sal de Epsom),S,13,,Comercialización común (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego
kieserita_sulfato_de_magnesio_monohidratado,Kieserita (sulfato de magnesio monohidratado),S,22,,"Comercialización común (palma, café); fuente: K+S / importadores"
azufre_elemental_agricola_granulado,Azufre elemental agrícola (granulado),S,90,,Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
sulfato_de_zinc_heptahidratado,Sulfato de zinc heptahidratado,Zn,22.7,,"Amplia comercialización en Colombia; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); sulfato de zinc heptahidratado ZnSO4.7H2O, estequiometrico"
sulfato_de_zinc_monohidratado,Sulfato de zinc monohidratado,Zn,35.5,,"Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); sulfato de zinc monohidratado ZnSO4.H2O, estequiometrico"
oxido_de_zinc,Óxido de zinc,Zn,80.3,,"Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante; oxido de zinc ZnO, estequiometrico"
quelato_de_zinc_edta,Quelato de zinc EDTA,Zn,14,,"Comercialización común (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Zn-EDTA, grado comercial tipico (varia por fabricante)"
sulfato_de_manganeso,Sulfato de manganeso,Mn,31,,"Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); sulfato de manganeso monohidratado, grado comercial tipico"
quelato_de_manganeso_edta,Quelato de manganeso EDTA,Mn,13,,"Uso especializado (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Mn-EDTA, grado comercial tipico (varia por fabricante)"
sulfato_de_cobre_pentahidratado,Sulfato de cobre pentahidratado,Cu,25.5,,"Amplia comercialización en Colombia; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); sulfato de cobre pentahidratado CuSO4.5H2O, estequiometrico"
oxicloruro_de_cobre,Oxicloruro de cobre,Cu,50,,"Comercialización común (fungicida-fertilizante); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); oxicloruro de cobre, grado comercial tipico"
sulfato_ferroso,Sulfato ferroso,Fe,20,,"Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); sulfato ferroso heptahidratado, grado comercial tipico"
quelato_de_hierro_eddha,Quelato de hierro EDDHA,Fe,6,,"Comercialización común (foliar, suelos alcalinos); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Fe-EDDHA, grado comercial estandar (varia por fabricante)"
acido_borico,Ácido bórico,B,17.5,,"Amplia comercialización en Colombia; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); acido borico H3BO3, estequiometrico"
borax_decahidratado,Bórax decahidratado,B,11.3,,"Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico); borax decahidratado Na2B4O7.10H2O, estequiometrico"
solubor_octaborato_de_sodio,Solubor (octaborato de sodio),B,20.5,,"Comercialización común (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; Solubor (octaborato de sodio), grado comercial estandar"
molibdato_de_sodio,Molibdato de sodio,Mo,39.7,,"Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante; molibdato de sodio dihidratado, estequiometrico"
quelato_de_zinc_dtpa,Quelato de zinc DTPA,Zn,10,,"Comercialización común (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Zn-DTPA, grado comercial tipico (varia por fabricante)"
quelato_de_hierro_dtpa,Quelato de hierro DTPA,Fe,10,,"Comercialización común (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Fe-DTPA, grado comercial tipico (varia por fabricante)"
quelato_de_cobre_edta,Quelato de cobre EDTA,Cu,14,,"Uso especializado (foliar); fuente: Grado técnico/soluble - estándar industria fertirriego; quelato Cu-EDTA, grado comercial tipico (varia por fabricante)"
cloruro_de_calcio,Cloruro de calcio,Ca,27,,"Uso especializado (poscosecha/foliar); fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante; cloruro de calcio dihidratado CaCl2.2H2O, grado comercial tipico"
silicato_de_potasio,Silicato de potasio,K,16.603,,"Uso especializado (foliar, resistencia); fuente: Grado técnico/soluble - estándar industria fertirriego"
silicato_de_calcio,Silicato de calcio,Ca,30,,"Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante; silicato de calcio (fuente agricola de Si), grado comercial tipico"
sulfato_de_amonio_granulado_con_azufre_elemental,Sulfato de amonio granulado con azufre elemental,N,21,,Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
sulfato_de_amonio_granulado_con_azufre_elemental,Sulfato de amonio granulado con azufre elemental,S,24,,Comercialización común; fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
fosfato_biamonico_grado_tecnico_soluble,Fosfato biamónico grado técnico soluble,N,21,,Uso especializado (fertirriego); fuente: Grado técnico/soluble - estándar industria fertirriego
fosfato_biamonico_grado_tecnico_soluble,Fosfato biamónico grado técnico soluble,P,23.1306,,Uso especializado (fertirriego); fuente: Grado técnico/soluble - estándar industria fertirriego
nitrato_de_amonio_calcareo_con_boro,Nitrato de amonio calcáreo con boro,N,27,,Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
sulfato_de_potasio_granulado_grado_agricola,Sulfato de potasio granulado grado agrícola,K,41.5076,,Comercialización común; fuente: Yara / importadores
sulfato_de_potasio_granulado_grado_agricola,Sulfato de potasio granulado grado agrícola,S,17,,Comercialización común; fuente: Yara / importadores
roca_fosforica_reactiva_uso_organico,Roca fosfórica reactiva (uso orgánico),P,9.6014,,Uso especializado (agricultura orgánica); fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
guano_de_isla_fosfatado_natural,Guano de isla (fosfatado natural),N,2,,Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
guano_de_isla_fosfatado_natural,Guano de isla (fosfatado natural),P,5.2371,,Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
guano_de_isla_fosfatado_natural,Guano de isla (fosfatado natural),K,1.6603,,Uso especializado/regional; fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
harina_de_hueso_fosfatado_organico,Harina de hueso (fosfatado orgánico),N,3,,Uso especializado (agricultura orgánica); fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
harina_de_hueso_fosfatado_organico,Harina de hueso (fosfatado orgánico),P,8.7285,,Uso especializado (agricultura orgánica); fuente: Estándar internacional (FAO/IFA) - insumo genérico multi-fabricante
npk_10_10_10_granulado,NPK 10-10-10 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_10_10_granulado,NPK 10-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_10_10_granulado,NPK 10-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_10_granulado,NPK 10-20-10 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_10_granulado,NPK 10-20-10 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_10_granulado,NPK 10-20-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_20_granulado,NPK 10-20-20 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_20_granulado,NPK 10-20-20 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_20_granulado,NPK 10-20-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_10_granulado,NPK 10-30-10 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_10_granulado,NPK 10-30-10 granulado,P,13.0928,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_10_granulado,NPK 10-30-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_20_granulado,NPK 10-30-20 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_20_granulado,NPK 10-30-20 granulado,P,13.0928,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_30_20_granulado,NPK 10-30-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_12_granulado,NPK 12-12-12 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_12_granulado,NPK 12-12-12 granulado,P,5.2371,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_12_granulado,NPK 12-12-12 granulado,K,9.9618,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_17_2s_granulado,NPK 12-12-17-2S granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_17_2s_granulado,NPK 12-12-17-2S granulado,P,5.2371,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_17_2s_granulado,NPK 12-12-17-2S granulado,K,14.1126,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_12_17_2s_granulado,NPK 12-12-17-2S granulado,S,2,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_24_12_granulado,NPK 12-24-12 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_24_12_granulado,NPK 12-24-12 granulado,P,10.4742,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_24_12_granulado,NPK 12-24-12 granulado,K,9.9618,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_21_granulado,NPK 13-13-21 granulado,N,13,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_21_granulado,NPK 13-13-21 granulado,P,5.6735,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_21_granulado,NPK 13-13-21 granulado,K,17.4332,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_26_6_granulado,NPK 13-26-6 granulado,N,13,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_26_6_granulado,NPK 13-26-6 granulado,P,11.3471,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_26_6_granulado,NPK 13-26-6 granulado,K,4.9809,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_14_14_granulado,NPK 14-14-14 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_14_14_granulado,NPK 14-14-14 granulado,P,6.11,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_14_14_granulado,NPK 14-14-14 granulado,K,11.6221,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_28_14_granulado,NPK 14-28-14 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_28_14_granulado,NPK 14-28-14 granulado,P,12.2199,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_28_14_granulado,NPK 14-28-14 granulado,K,11.6221,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_15_15_granulado,NPK 15-15-15 granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_15_15_granulado,NPK 15-15-15 granulado,P,6.5464,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_15_15_granulado,NPK 15-15-15 granulado,K,12.4523,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_30_15_granulado,NPK 15-30-15 granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_30_15_granulado,NPK 15-30-15 granulado,P,13.0928,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_30_15_granulado,NPK 15-30-15 granulado,K,12.4523,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_16_16_granulado,NPK 16-16-16 granulado,N,16,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_16_16_granulado,NPK 16-16-16 granulado,P,6.9828,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_16_16_granulado,NPK 16-16-16 granulado,K,13.2824,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_6_18_2s_granulado,NPK 17-6-18-2S granulado,N,17,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_6_18_2s_granulado,NPK 17-6-18-2S granulado,P,2.6186,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_6_18_2s_granulado,NPK 17-6-18-2S granulado,K,14.9427,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_6_18_2s_granulado,NPK 17-6-18-2S granulado,S,2,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_18_18_granulado,NPK 18-18-18 granulado,N,18,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_18_18_granulado,NPK 18-18-18 granulado,P,7.8557,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_18_18_granulado,NPK 18-18-18 granulado,K,14.9427,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_19_19_granulado,NPK 19-19-19 granulado,N,19,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_19_19_granulado,NPK 19-19-19 granulado,P,8.2921,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_19_19_granulado,NPK 19-19-19 granulado,K,15.7729,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_10_10_granulado,NPK 20-10-10 granulado,N,20,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_10_10_granulado,NPK 20-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_10_10_granulado,NPK 20-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_20_0_granulado,NPK 20-20-0 granulado,N,20,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_20_0_granulado,NPK 20-20-0 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_20_20_granulado,NPK 20-20-20 granulado,N,20,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_20_20_granulado,NPK 20-20-20 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_20_20_granulado,NPK 20-20-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_13_27_granulado,NPK 9-13-27 granulado,N,9,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_13_27_granulado,NPK 9-13-27 granulado,P,5.6735,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_13_27_granulado,NPK 9-13-27 granulado,K,22.4141,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_10_20_granulado,NPK 10-10-20 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_10_20_granulado,NPK 10-10-20 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_10_20_granulado,NPK 10-10-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_30_granulado,NPK 10-20-30 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_30_granulado,NPK 10-20-30 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_20_30_granulado,NPK 10-20-30 granulado,K,24.9045,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_11_18_2s_granulado,NPK 12-11-18-2S granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_11_18_2s_granulado,NPK 12-11-18-2S granulado,P,4.8007,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_11_18_2s_granulado,NPK 12-11-18-2S granulado,K,14.9427,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_11_18_2s_granulado,NPK 12-11-18-2S granulado,S,2,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_4_25_granulado,NPK 14-4-25 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_4_25_granulado,NPK 14-4-25 granulado,P,1.7457,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_4_25_granulado,NPK 14-4-25 granulado,K,20.7538,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_4_23_4s_granulado,NPK 15-4-23-4S granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_4_23_4s_granulado,NPK 15-4-23-4S granulado,P,1.7457,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_4_23_4s_granulado,NPK 15-4-23-4S granulado,K,19.0935,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_4_23_4s_granulado,NPK 15-4-23-4S granulado,S,4,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_25_4_24_4s_granulado,NPK 25-4-24-4S granulado,N,25,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_25_4_24_4s_granulado,NPK 25-4-24-4S granulado,P,1.7457,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_25_4_24_4s_granulado,NPK 25-4-24-4S granulado,K,19.9236,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_25_4_24_4s_granulado,NPK 25-4-24-4S granulado,S,4,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_23_30_granulado,NPK 9-23-30 granulado,N,9,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_23_30_granulado,NPK 9-23-30 granulado,P,10.0378,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_23_30_granulado,NPK 9-23-30 granulado,K,24.9045,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_22_21_granulado,NPK 11-22-21 granulado,N,11,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_22_21_granulado,NPK 11-22-21 granulado,P,9.6014,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_22_21_granulado,NPK 11-22-21 granulado,K,17.4332,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_10_granulado,NPK 12-30-10 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_10_granulado,NPK 12-30-10 granulado,P,13.0928,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_10_granulado,NPK 12-30-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_20_20_granulado,NPK 13-20-20 granulado,N,13,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_20_20_granulado,NPK 13-20-20 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_20_20_granulado,NPK 13-20-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_15_20_granulado,NPK 15-15-20 granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
